"idnum","child_edu_level"
"1418",NA
"1419",NA
"1420","Some college, tech"
"1421",NA
"1422","Completed college/grad"
"1423","Completed high school"
"1424","Completed college/grad"
"1425","Completed college/grad"
"1426",NA
"1427","Less than high school"
"1428","Some college, tech"
"1429",NA
"1430",NA
"1431",NA
"1432","Completed high school"
"1433","Completed high school"
"1434","Completed college/grad"
"1435","Completed high school"
"1436",NA
"1437","Completed high school"
"1438",NA
"1439","Some college, tech"
"1440",NA
"1441",NA
"1442",NA
"1443",NA
"1444",NA
"1445","Some college, tech"
"1446","Some college, tech"
"1447","Completed college/grad"
"1448","Less than high school"
"1449","Some college, tech"
"1450","Less than high school"
"1451","Completed high school"
"1452",NA
"1453","Some college, tech"
"1454","Some college, tech"
"1455","Completed college/grad"
"1456","Some college, tech"
"1457","Completed high school"
"1458",NA
"1459",NA
"1460","Less than high school"
"1461",NA
"1462","Completed high school"
"1463",NA
"1464",NA
"1465",NA
"1466",NA
"1467","Completed high school"
"1468",NA
"1469","Some college, tech"
"1470",NA
"1471","Some college, tech"
"1472",NA
"1473",NA
"1474","Some college, tech"
"1475","Completed high school"
"1476","Completed high school"
"1477","Some college, tech"
"1478",NA
"1479","Some college, tech"
"1480","Completed high school"
"1481",NA
"1482","Some college, tech"
"1483","Completed high school"
"1484",NA
"1485",NA
"1486","Less than high school"
"1487","Completed high school"
"1488","Some college, tech"
"1489",NA
"1490","Some college, tech"
"1491",NA
"1492",NA
"1493",NA
"1494","Completed high school"
"1495",NA
"1496","Completed high school"
"1497","Completed college/grad"
"1498","Completed high school"
"1499","Some college, tech"
"1500","Less than high school"
"1501","Some college, tech"
"1502","Some college, tech"
"1503","Completed high school"
"1504",NA
"1505","Some college, tech"
"1506","Completed high school"
"1507",NA
"1508","Completed high school"
"1509",NA
"1510","Less than high school"
"1511","Some college, tech"
"1512","Some college, tech"
"1513",NA
"1514","Completed high school"
"1515","Completed high school"
"1516","Some college, tech"
"1517","Some college, tech"
"1518","Some college, tech"
"1519",NA
"1520","Completed college/grad"
"1521","Completed college/grad"
"1522","Completed high school"
"1523",NA
"1524","Some college, tech"
"1525","Some college, tech"
"1526","Completed high school"
"1527","Some college, tech"
"1528","Completed college/grad"
"1529","Completed high school"
"1530","Some college, tech"
"1531",NA
"1532","Completed high school"
"1533",NA
"1534",NA
"1535","Less than high school"
"1536","Completed high school"
"1537","Some college, tech"
"1538",NA
"1539",NA
"1540","Some college, tech"
"1541","Completed high school"
"1542","Some college, tech"
"1543","Some college, tech"
"1544","Completed high school"
"1545",NA
"1546","Less than high school"
"1547",NA
"1548","Completed high school"
"1549",NA
"1550","Some college, tech"
"1551","Completed high school"
"1552","Some college, tech"
"1553","Completed high school"
"1554","Completed high school"
"1555","Completed college/grad"
"1556",NA
"1557","Some college, tech"
"1558","Some college, tech"
"1559","Completed high school"
"1560","Some college, tech"
"1561",NA
"1562","Some college, tech"
"1563",NA
"1564","Completed high school"
"1565","Some college, tech"
"1566","Some college, tech"
"1567","Completed high school"
"1568",NA
"1569","Some college, tech"
"1570",NA
"1571",NA
"1572",NA
"1573","Completed high school"
"1574",NA
"1575","Some college, tech"
"1576","Completed high school"
"1577",NA
"1578","Completed high school"
"1579","Completed college/grad"
"1580","Some college, tech"
"1581","Less than high school"
"1582",NA
"1583","Completed high school"
"1584","Completed college/grad"
"1585",NA
"1586","Some college, tech"
"1587",NA
"1588",NA
"1589",NA
"1590",NA
"1591","Some college, tech"
"1592",NA
"1593","Less than high school"
"1594","Some college, tech"
"1595",NA
"1596","Some college, tech"
"1597",NA
"1598","Some college, tech"
"1599",NA
"1600","Some college, tech"
"1601",NA
"1602",NA
"1603","Some college, tech"
"1604",NA
"1605","Some college, tech"
"1606",NA
"1607",NA
"1608","Some college, tech"
"1609","Completed high school"
"1610","Completed high school"
"1611","Completed high school"
"1612","Some college, tech"
"1613",NA
"1614","Some college, tech"
"1615","Completed high school"
"1616","Less than high school"
"1617",NA
"1618",NA
"1619",NA
"1620","Completed college/grad"
"1621","Some college, tech"
"1622",NA
"1623","Completed high school"
"1624",NA
"1625","Some college, tech"
"1626","Completed high school"
"1627",NA
"1628","Some college, tech"
"1629",NA
"1630","Completed college/grad"
"1631",NA
"1632","Completed high school"
"1633","Completed high school"
"1634","Completed high school"
"1635","Some college, tech"
"1636","Completed high school"
"1637",NA
"1638","Some college, tech"
"1639","Completed high school"
"1640","Completed college/grad"
"1641",NA
"1642","Completed high school"
"1643","Completed high school"
"1644",NA
"1645",NA
"1646","Completed high school"
"1647",NA
"1648",NA
"1649","Completed college/grad"
"1650",NA
"1651","Some college, tech"
"1652","Completed high school"
"1653",NA
"1654","Some college, tech"
"1655","Completed high school"
"1656","Completed college/grad"
"1657","Completed high school"
"1658",NA
"1659",NA
"1660",NA
"1661",NA
"1662","Some college, tech"
"1663","Completed high school"
"1664","Some college, tech"
"1665",NA
"1666","Completed high school"
"1667","Some college, tech"
"1668","Some college, tech"
"1669",NA
"1670","Some college, tech"
"1671",NA
"1672",NA
"1673",NA
"1674","Less than high school"
"1675","Some college, tech"
"1676","Some college, tech"
"1677",NA
"1678",NA
"1679","Completed college/grad"
"1680",NA
"1681",NA
"1682",NA
"1683","Some college, tech"
"1684","Completed high school"
"1685",NA
"1686","Some college, tech"
"1687","Some college, tech"
"1688","Some college, tech"
"1689","Some college, tech"
"1690",NA
"1691",NA
"1692","Less than high school"
"1693","Some college, tech"
"1694","Completed college/grad"
"1695","Completed college/grad"
"1696","Less than high school"
"1697","Some college, tech"
"1698","Completed high school"
"1699",NA
"1700",NA
"1701","Completed college/grad"
"1702",NA
"1703","Completed high school"
"1704","Less than high school"
"1705","Some college, tech"
"1706","Less than high school"
"1707","Completed high school"
"1708","Some college, tech"
"1709","Some college, tech"
"1710","Completed college/grad"
"1711","Completed high school"
"1712",NA
"1713","Completed high school"
"1714",NA
"1715","Some college, tech"
"1716",NA
"1717","Less than high school"
"1718",NA
"1719","Some college, tech"
"1720",NA
"1721","Completed college/grad"
"1722","Less than high school"
"1723","Some college, tech"
"1724",NA
"1725",NA
"1726","Less than high school"
"1727","Completed college/grad"
"1728","Some college, tech"
"1729","Completed high school"
"1730",NA
"1731","Less than high school"
"1732",NA
"1733","Completed high school"
"1734","Completed high school"
"1735",NA
"1736",NA
"1737",NA
"1738","Completed high school"
"1739","Completed high school"
"1740","Completed high school"
"1741","Some college, tech"
"1742","Completed high school"
"1743","Completed high school"
"1744","Completed high school"
"1745",NA
"1746","Some college, tech"
"1747","Some college, tech"
"1748","Completed college/grad"
"1749","Completed high school"
"1750","Less than high school"
"1751",NA
"1752","Completed high school"
"1753","Less than high school"
"1754",NA
"1755","Completed high school"
"1756",NA
"1757",NA
"1758","Completed high school"
"1759","Completed high school"
"1760","Less than high school"
"1761",NA
"1762",NA
"1763","Some college, tech"
"1764",NA
"1765",NA
"1766",NA
"1767","Some college, tech"
"1768",NA
"1769","Less than high school"
"1770",NA
"1771",NA
"1772",NA
"1773",NA
"1774","Less than high school"
"1775","Completed college/grad"
"1776","Completed high school"
"1777","Less than high school"
"1778","Some college, tech"
"1779",NA
"1780","Some college, tech"
"1781","Some college, tech"
"1782","Completed high school"
"1783","Some college, tech"
"1784",NA
"1785","Completed college/grad"
"1786","Completed high school"
"1787",NA
"1788",NA
"1789","Some college, tech"
"1790",NA
"1791",NA
"1792",NA
"1793","Some college, tech"
"1794",NA
"1795",NA
"1796","Completed high school"
"1797","Some college, tech"
"1798",NA
"1799","Less than high school"
"1800","Some college, tech"
"1801","Some college, tech"
"1802","Completed high school"
"1803","Completed high school"
"1804","Completed high school"
"1805",NA
"1806",NA
"1807","Some college, tech"
"1808","Less than high school"
"1809",NA
"1810",NA
"1811",NA
"1812","Some college, tech"
"1813","Some college, tech"
"1814","Some college, tech"
"1815","Completed high school"
"1816","Some college, tech"
"1817","Completed high school"
"1818",NA
"1819",NA
"1820","Completed high school"
"1821",NA
"1822","Less than high school"
"1823","Less than high school"
"1824","Completed high school"
"1825",NA
"1826","Completed college/grad"
"1827","Completed college/grad"
"1828",NA
"1829",NA
"1830",NA
"1831",NA
"1832","Completed high school"
"1833","Completed college/grad"
"1834","Completed high school"
"1835","Less than high school"
"1836",NA
"1837","Completed college/grad"
"1838","Completed high school"
"1839","Some college, tech"
"1840","Some college, tech"
"1841",NA
"1842","Completed high school"
"1843",NA
"1844",NA
"1845","Completed high school"
"1846","Less than high school"
"1847",NA
"1848","Some college, tech"
"1849","Completed college/grad"
"1850","Completed high school"
"1851",NA
"1852","Less than high school"
"1853","Some college, tech"
"1854",NA
"1855","Less than high school"
"1856","Some college, tech"
"1857","Some college, tech"
"1858",NA
"1859","Completed college/grad"
"1860","Some college, tech"
"1861",NA
"1862","Completed high school"
"1863",NA
"1864","Some college, tech"
"1865",NA
"1866","Completed high school"
"1867","Some college, tech"
"1868",NA
"1869","Completed high school"
"1870",NA
"1871",NA
"1872",NA
"1873","Completed high school"
"1874",NA
"1875",NA
"1876",NA
"1877","Completed high school"
"1878",NA
"1879",NA
"1880",NA
"1881","Completed college/grad"
"1882","Some college, tech"
"1883","Completed high school"
"1884","Completed high school"
"1885",NA
"1886","Completed high school"
"1887","Completed high school"
"1888","Less than high school"
"1889","Some college, tech"
"1890","Some college, tech"
"1891","Less than high school"
"1892","Some college, tech"
"1893","Completed college/grad"
"1894",NA
"1895","Some college, tech"
"1896","Some college, tech"
"1897","Completed high school"
"1898",NA
"1899",NA
"1900",NA
"1901","Completed high school"
"1902","Completed high school"
"1903",NA
"1904",NA
"1905","Less than high school"
"1906",NA
"1907","Some college, tech"
"1908",NA
"1909",NA
"1910","Completed high school"
"1911","Completed high school"
"1912","Completed high school"
"1913",NA
"1914","Completed high school"
"1915","Completed college/grad"
"1916","Some college, tech"
"1917","Completed high school"
"1918",NA
"1919","Some college, tech"
"1920","Some college, tech"
"1921","Completed high school"
"1922",NA
"1923",NA
"1924","Less than high school"
"1925","Completed high school"
"1926",NA
"1927","Some college, tech"
"1928","Some college, tech"
"1929","Some college, tech"
"1930",NA
"1931","Some college, tech"
"1932","Completed high school"
"1933","Completed high school"
"1934","Completed high school"
"1935","Completed high school"
"1936","Completed high school"
"1937","Completed college/grad"
"1938","Completed high school"
"1939","Completed high school"
"1940","Some college, tech"
"1941","Completed high school"
"1942",NA
"1943","Completed college/grad"
"1944","Some college, tech"
"1945",NA
"1946",NA
"1947","Completed high school"
"1948",NA
"1949","Completed high school"
"1950",NA
"1951",NA
"1952",NA
"1953","Some college, tech"
"1954",NA
"1955",NA
"1956","Completed high school"
"1957","Completed high school"
"1958",NA
"1959",NA
"1960","Completed college/grad"
"1961",NA
"1962","Less than high school"
"1963","Less than high school"
"1964","Some college, tech"
"1965","Less than high school"
"1966","Completed college/grad"
"1967",NA
"1968",NA
"1969",NA
"1970","Completed high school"
"1971",NA
"1972","Less than high school"
"1973",NA
"1974","Completed high school"
"1975",NA
"1976",NA
"1977",NA
"1978",NA
"1979",NA
"1980","Less than high school"
"1981",NA
"1982","Completed high school"
"1983","Less than high school"
"1984","Completed high school"
"1985",NA
"1986",NA
"1987",NA
"1988","Completed high school"
"1989","Some college, tech"
"1990",NA
"1991","Completed high school"
"1992",NA
"1993",NA
"1994",NA
"1995","Some college, tech"
"1996","Less than high school"
"1997",NA
"1998",NA
"1999",NA
"2000","Some college, tech"
"2001","Completed college/grad"
"2002",NA
"2003","Completed high school"
"2004",NA
"2005",NA
"2006","Some college, tech"
"2007","Completed high school"
"2008","Completed high school"
"2009",NA
"2010",NA
"2011","Completed high school"
"2012",NA
"2013","Some college, tech"
"2014",NA
"2015",NA
"2016","Completed college/grad"
"2017","Completed high school"
"2018","Completed high school"
"2019","Some college, tech"
"2020",NA
"2021","Completed high school"
"2022",NA
"2023","Completed high school"
"2024",NA
"2025","Completed college/grad"
"2026","Completed high school"
"2027","Completed high school"
"2028","Completed high school"
"2029","Completed college/grad"
"2030","Some college, tech"
"2031","Completed high school"
"2032","Completed college/grad"
"2033","Some college, tech"
"2034","Less than high school"
"2035","Some college, tech"
"2036","Less than high school"
"2037",NA
"2038","Completed high school"
"2039","Completed high school"
"2040","Some college, tech"
"2041","Some college, tech"
"2042","Some college, tech"
"2043",NA
"2044",NA
"2045",NA
"2046","Completed college/grad"
"2047",NA
"2048",NA
"2049","Completed college/grad"
"2050","Some college, tech"
"2051",NA
"2052","Some college, tech"
"2053","Some college, tech"
"2054","Some college, tech"
"2055","Completed high school"
"2056",NA
"2057","Completed high school"
"2058",NA
"2059","Completed high school"
"2060",NA
"2061","Less than high school"
"2062","Completed high school"
"2063","Completed high school"
"2064","Some college, tech"
"2065","Completed high school"
"2066","Completed high school"
"2067","Some college, tech"
"2068",NA
"2069","Completed high school"
"2070",NA
"2071","Completed high school"
"2072","Less than high school"
"2073","Completed high school"
"2074",NA
"2075","Completed high school"
"2076",NA
"2077","Completed high school"
"2078","Completed high school"
"2079","Some college, tech"
"2080",NA
"2081","Completed high school"
"2082","Completed college/grad"
"2083","Some college, tech"
"2084","Completed high school"
"2085","Some college, tech"
"2086","Completed college/grad"
"2087","Some college, tech"
"2088",NA
"2089","Some college, tech"
"2090",NA
"2091",NA
"2092","Less than high school"
"2093","Some college, tech"
"2094",NA
"2095","Some college, tech"
"2096","Completed high school"
"2097","Completed high school"
"2098","Completed college/grad"
"2099","Some college, tech"
"2100",NA
"2101","Completed high school"
"2102","Some college, tech"
"2103",NA
"2104","Completed college/grad"
"2105",NA
"2106",NA
"2107","Completed high school"
"2108","Completed high school"
"2109",NA
"2110",NA
"2111","Completed high school"
"2112","Completed high school"
"2113","Some college, tech"
"2114","Completed high school"
"2115",NA
"2116",NA
"2117",NA
"2118","Completed high school"
"2119",NA
"2120","Completed high school"
"2121","Completed high school"
"2122","Completed high school"
"2123","Some college, tech"
"2124",NA
"2125","Completed high school"
"2126",NA
"2127",NA
"2128","Some college, tech"
"2129","Some college, tech"
"2130","Some college, tech"
"2131","Completed high school"
"2132",NA
"2133","Some college, tech"
"2134","Some college, tech"
"2135",NA
"2136",NA
"2137","Some college, tech"
"2138",NA
"2139","Completed high school"
"2140","Less than high school"
"2141",NA
"2142","Completed college/grad"
"2143","Some college, tech"
"2144","Completed high school"
"2145",NA
"2146","Completed high school"
"2147",NA
"2148","Some college, tech"
"2149","Completed high school"
"2150","Completed college/grad"
"2151","Completed high school"
"2152",NA
"2153","Completed high school"
"2154","Less than high school"
"2155",NA
"2156","Some college, tech"
"2157","Completed high school"
"2158",NA
"2159","Some college, tech"
"2160","Some college, tech"
"2161",NA
"2162","Less than high school"
"2163","Completed high school"
"2164","Completed high school"
"2165",NA
"2166",NA
"2167",NA
"2168",NA
"2169",NA
"2170",NA
"2171",NA
"2172",NA
"2173","Completed high school"
"2174",NA
"2175","Some college, tech"
"2176",NA
"2177",NA
"2178",NA
"2179","Completed high school"
"2180",NA
"2181","Less than high school"
"2182","Some college, tech"
"2183","Some college, tech"
"2184","Completed high school"
"2185",NA
"2186",NA
"2187","Completed college/grad"
"2188",NA
"2189","Completed high school"
"2190",NA
"2191","Completed college/grad"
"2192",NA
"2193","Completed high school"
"2194","Less than high school"
"2195","Less than high school"
"2196",NA
"2197","Some college, tech"
"2198","Completed college/grad"
"2199",NA
"2200","Completed high school"
"2201","Completed college/grad"
"2202",NA
"2203","Less than high school"
"2204",NA
"2205",NA
"2206","Completed high school"
"2207",NA
"2208",NA
"2209","Some college, tech"
"2210",NA
"2211","Completed high school"
"2212","Completed high school"
"2213","Completed college/grad"
"2214",NA
"2215","Some college, tech"
"2216","Less than high school"
"2217","Less than high school"
"2218","Some college, tech"
"2219",NA
"2220","Completed high school"
"2221","Completed college/grad"
"2222","Completed high school"
"2223",NA
"2224","Some college, tech"
"2225","Some college, tech"
"2226",NA
"2227",NA
"2228",NA
"2229","Some college, tech"
"2230",NA
"2231",NA
"2232","Completed college/grad"
"2233","Some college, tech"
"2234",NA
"2235",NA
"2236","Completed high school"
"2237",NA
"2238","Some college, tech"
"2239",NA
"2240","Some college, tech"
"2241","Some college, tech"
"2242",NA
"2243","Completed high school"
"2244","Completed high school"
"2245",NA
"2246","Completed college/grad"
"2247",NA
"2248","Some college, tech"
"2249",NA
"2250",NA
"2251",NA
"2252","Some college, tech"
"2253",NA
"2254","Completed high school"
"2255",NA
"2256","Some college, tech"
"2257","Some college, tech"
"2258","Some college, tech"
"2259","Some college, tech"
"2260","Less than high school"
"2261","Some college, tech"
"2262",NA
"2263","Some college, tech"
"2264","Completed college/grad"
"2265",NA
"2266","Less than high school"
"2267",NA
"2268","Some college, tech"
"2269","Completed high school"
"2270",NA
"2271","Completed high school"
"2272",NA
"2273","Completed college/grad"
"2274",NA
"2275",NA
"2276","Completed high school"
"2277","Some college, tech"
"2278","Completed high school"
"2279","Completed high school"
"2280",NA
"2281","Completed college/grad"
"2282",NA
"2283","Some college, tech"
"2284",NA
"2285","Less than high school"
"2286",NA
"2287","Completed high school"
"2288",NA
"2289",NA
"2290","Some college, tech"
"2291",NA
"2292","Less than high school"
"2293",NA
"2294","Completed high school"
"2295","Less than high school"
"2296",NA
"2297","Less than high school"
"2298","Completed high school"
"2299","Less than high school"
"2300","Completed high school"
"2301","Completed high school"
"2302",NA
"2303","Completed high school"
"2304","Some college, tech"
"2305",NA
"2306","Completed high school"
"2307",NA
"2308","Some college, tech"
"2309",NA
"2310",NA
"2311",NA
"2312","Some college, tech"
"2313","Completed high school"
"2314",NA
"2315","Some college, tech"
"2316",NA
"2317","Some college, tech"
"2318","Some college, tech"
"2319","Completed college/grad"
"2320","Some college, tech"
"2321",NA
"2322",NA
"2323",NA
"2324","Some college, tech"
"2325","Less than high school"
"2326","Less than high school"
"2327",NA
"2328","Some college, tech"
"2329","Some college, tech"
"2330",NA
"2331",NA
"2332",NA
"2333","Some college, tech"
"2334",NA
"2335","Some college, tech"
"2336","Some college, tech"
"2337",NA
"2338","Completed high school"
"2339",NA
"2340","Completed high school"
"2341","Less than high school"
"2342",NA
"2343",NA
"2344",NA
"2345","Completed high school"
"2346","Some college, tech"
"2347",NA
"2348","Completed high school"
"2349","Completed high school"
"2350","Completed high school"
"2351",NA
"2352","Some college, tech"
"2353","Some college, tech"
"2354","Some college, tech"
"2355","Some college, tech"
"2356","Less than high school"
"2357",NA
"2358",NA
"2359",NA
"2360",NA
"2361","Completed high school"
"2362","Completed high school"
"2363",NA
"2364",NA
"2365","Completed high school"
"2366",NA
"2367","Less than high school"
"2368",NA
"2369",NA
"2370","Some college, tech"
"2371","Some college, tech"
"2372","Completed college/grad"
"2373",NA
"2374","Completed high school"
"2375","Less than high school"
"2376","Some college, tech"
"2377","Completed high school"
"2378","Completed high school"
"2379","Some college, tech"
"2380","Completed college/grad"
"2381","Completed high school"
"2382",NA
"2383","Completed high school"
"2384","Completed high school"
"2385",NA
"2386","Some college, tech"
"2387","Some college, tech"
"2388",NA
"2389",NA
"2390","Completed high school"
"2391",NA
"2392",NA
"2393","Completed college/grad"
"2394","Completed college/grad"
"2395","Some college, tech"
"2396",NA
"2397","Completed high school"
"2398","Completed high school"
"2399",NA
"2400","Less than high school"
"2401",NA
"2402","Some college, tech"
"2403",NA
"2404","Some college, tech"
"2405","Some college, tech"
"2406","Completed college/grad"
"2407","Some college, tech"
"2408",NA
"2409","Completed high school"
"2410","Completed high school"
"2411","Some college, tech"
"2412","Completed college/grad"
"2413","Completed high school"
"2414",NA
"2415",NA
"2416",NA
"2417","Some college, tech"
"2418","Some college, tech"
"2419","Completed high school"
"2420","Some college, tech"
"2421","Completed high school"
"2422",NA
"2423","Some college, tech"
"2424","Some college, tech"
"2425",NA
"2426","Some college, tech"
"2427","Some college, tech"
"2428",NA
"2429","Completed high school"
"2430",NA
"2431","Completed high school"
"2432","Some college, tech"
"2433","Completed college/grad"
"2434","Completed high school"
"2435","Completed high school"
"2436",NA
"2437","Completed high school"
"2438",NA
"2439","Some college, tech"
"2440","Less than high school"
"2441","Completed college/grad"
"2442","Less than high school"
"2443",NA
"2444",NA
"2445","Some college, tech"
"2446","Some college, tech"
"2447","Less than high school"
"2448","Less than high school"
"2449","Completed high school"
"2450","Some college, tech"
"2451","Completed high school"
"2452",NA
"2453",NA
"2454","Completed high school"
"2455",NA
"2456","Completed high school"
"2457",NA
"2458","Completed high school"
"2459","Completed college/grad"
"2460","Completed college/grad"
"2461",NA
"2462","Some college, tech"
"2463","Some college, tech"
"2464",NA
"2465",NA
"2466",NA
"2467","Some college, tech"
"2468","Some college, tech"
"2469","Completed high school"
"2470","Completed high school"
"2471","Some college, tech"
"2472",NA
"2473",NA
"2474",NA
"2475","Completed high school"
"2476","Some college, tech"
"2477","Some college, tech"
"2478","Some college, tech"
"2479","Completed college/grad"
"2480",NA
"2481",NA
"2482",NA
"2483","Some college, tech"
"2484","Completed high school"
"2485","Some college, tech"
"2486",NA
"2487","Completed high school"
"2488","Completed high school"
"2489",NA
"2490","Less than high school"
"2491","Completed high school"
"2492","Completed high school"
"2493","Some college, tech"
"2494","Less than high school"
"2495","Some college, tech"
"2496","Completed high school"
"2497","Completed high school"
"2498",NA
"2499",NA
"2500",NA
"2501",NA
"2502","Completed high school"
"2503",NA
"2504",NA
"2505","Completed high school"
"2506","Some college, tech"
"2507","Completed high school"
"2508",NA
"2509",NA
"2510","Completed high school"
"2511","Some college, tech"
"2512","Some college, tech"
"2513","Completed high school"
"2514","Completed high school"
"2515","Completed high school"
"2516","Some college, tech"
"2517",NA
"2518",NA
"2519","Completed high school"
"2520","Completed high school"
"2521",NA
"2522","Completed high school"
"2523",NA
"2524","Some college, tech"
"2525","Completed high school"
"2526","Completed high school"
"2527",NA
"2528","Completed high school"
"2529",NA
"2530",NA
"2531","Some college, tech"
"2532","Some college, tech"
"2533","Some college, tech"
"2534","Completed high school"
"2535",NA
"2536","Some college, tech"
"2537","Completed college/grad"
"2538",NA
"2539","Some college, tech"
"2540","Some college, tech"
"2541",NA
"2542","Some college, tech"
"2543",NA
"2544","Some college, tech"
"2545","Some college, tech"
"2546",NA
"2547",NA
"2548",NA
"2549","Completed high school"
"2550","Some college, tech"
"2551",NA
"2552","Some college, tech"
"2553",NA
"2554","Completed high school"
"2555",NA
"2556",NA
"2557",NA
"2558","Completed high school"
"2559","Completed high school"
"2560",NA
"2561","Some college, tech"
"2562","Completed high school"
"2563",NA
"2564",NA
"2565",NA
"2566","Completed high school"
"2567","Completed high school"
"2568","Completed high school"
"2569","Some college, tech"
"2570",NA
"2571","Some college, tech"
"2572","Some college, tech"
"2573",NA
"2574",NA
"2575","Completed college/grad"
"2576",NA
"2577",NA
"2578","Some college, tech"
"2579",NA
"2580",NA
"2581",NA
"2582","Some college, tech"
"2583","Less than high school"
"2584","Some college, tech"
"2585","Completed high school"
"2586","Some college, tech"
"2587","Some college, tech"
"2588",NA
"2589","Completed high school"
"2590",NA
"2591",NA
"2592","Some college, tech"
"2593",NA
"2594",NA
"2595","Some college, tech"
"2596",NA
"2597","Some college, tech"
"2598",NA
"2599","Completed high school"
"2600","Some college, tech"
"2601","Some college, tech"
"2602",NA
"2603",NA
"2604","Completed high school"
"2605","Completed college/grad"
"2606",NA
"2607","Some college, tech"
"2608",NA
"2609","Some college, tech"
"2610","Completed high school"
"2611",NA
"2612",NA
"2613","Some college, tech"
"2614","Completed high school"
"2615","Less than high school"
"2616","Completed high school"
"2617",NA
"2618","Completed high school"
"2619","Completed college/grad"
"2620",NA
"2621","Some college, tech"
"2622",NA
"2623",NA
"2624","Some college, tech"
"2625","Less than high school"
"2626","Completed high school"
"2627","Some college, tech"
"2628",NA
"2629","Some college, tech"
"2630",NA
"2631",NA
"2632","Completed high school"
"2633","Some college, tech"
"2634",NA
"2635",NA
"2636","Completed college/grad"
"2637","Some college, tech"
"2638","Less than high school"
"2639","Some college, tech"
"2640",NA
"2641","Some college, tech"
"2642",NA
"2643",NA
"2644",NA
"2645","Completed high school"
"2646","Less than high school"
"2647",NA
"2648","Completed high school"
"2649","Some college, tech"
"2650",NA
"2651",NA
"2652","Some college, tech"
"2653",NA
"2654","Completed high school"
"2655","Less than high school"
"2656",NA
"2657","Completed high school"
"2658",NA
"2659",NA
"2660",NA
"2661","Completed high school"
"2662",NA
"2663",NA
"2664",NA
"2665",NA
"2666",NA
"2667","Completed high school"
"2668",NA
"2669",NA
"2670","Completed high school"
"2671",NA
"2672","Completed college/grad"
"2673","Completed high school"
"2674",NA
"2675","Completed college/grad"
"2676",NA
"2677","Completed college/grad"
"2678","Less than high school"
"2679","Some college, tech"
"2680","Completed high school"
"2681","Some college, tech"
"2682","Less than high school"
"2683",NA
"2684","Completed college/grad"
"2685","Completed high school"
"2686","Completed high school"
"2687","Completed high school"
"2688",NA
"2689","Some college, tech"
"2690","Completed high school"
"2691","Some college, tech"
"2692",NA
"2693",NA
"2694","Less than high school"
"2695",NA
"2696",NA
"2697","Completed high school"
"2698","Some college, tech"
"2699",NA
"2700","Less than high school"
"2701",NA
"2702",NA
"2703",NA
"2704",NA
"2705","Completed college/grad"
"2706","Less than high school"
"2707","Less than high school"
"2708","Some college, tech"
"2709","Completed high school"
"2710",NA
"2711","Some college, tech"
"2712",NA
"2713",NA
"2714","Completed college/grad"
"2715",NA
"2716","Completed high school"
"2717",NA
"2718","Completed high school"
"2719","Completed high school"
"2720","Completed high school"
"2721",NA
"2722",NA
"2723","Completed college/grad"
"2724","Some college, tech"
"2725","Some college, tech"
"2726","Completed college/grad"
"2727",NA
"2728",NA
"2729","Completed high school"
"2730",NA
"2731","Some college, tech"
"2732","Some college, tech"
"2733","Completed high school"
"2734","Some college, tech"
"2735","Completed high school"
"2736",NA
"2737","Completed high school"
"2738","Some college, tech"
"2739",NA
"2740","Less than high school"
"2741",NA
"2742","Less than high school"
"2743","Less than high school"
"2744","Less than high school"
"2745","Some college, tech"
"2746","Some college, tech"
"2747",NA
"2748","Completed high school"
"2749","Some college, tech"
"2750",NA
"2751",NA
"2752",NA
"2753",NA
"2754","Less than high school"
"2755","Some college, tech"
"2756","Completed high school"
"2757","Some college, tech"
"2758",NA
"2759",NA
"2760",NA
"2761",NA
"2762","Completed high school"
"2763","Some college, tech"
"2764","Completed high school"
"2765","Some college, tech"
"2766",NA
"2767","Some college, tech"
"2768",NA
"2769","Less than high school"
"2770","Some college, tech"
"2771",NA
"2772","Some college, tech"
"2773",NA
"2774","Completed high school"
"2775",NA
"2776","Some college, tech"
"2777","Less than high school"
"2778","Some college, tech"
"2779","Less than high school"
"2780","Some college, tech"
"2781",NA
"2782",NA
"2783",NA
"2784",NA
"2785","Completed high school"
"2786","Some college, tech"
"2787","Some college, tech"
"2788","Some college, tech"
"2789","Completed college/grad"
"2790",NA
"2791","Completed high school"
"2792","Some college, tech"
"2793","Completed high school"
"2794",NA
"2795","Less than high school"
"2796","Some college, tech"
"2797",NA
"2798",NA
"2799","Some college, tech"
"2800","Less than high school"
"2801","Completed high school"
"2802",NA
"2803","Completed high school"
"2804","Some college, tech"
"2805","Completed high school"
"2806","Completed high school"
"2807",NA
"2808","Completed high school"
"2809",NA
"2810",NA
"2811","Some college, tech"
"2812","Completed college/grad"
"2813","Some college, tech"
"2814",NA
"2815","Completed high school"
"2816","Less than high school"
"2817","Some college, tech"
"2818","Completed high school"
"2819",NA
"2820",NA
"2821",NA
"2822","Some college, tech"
"2823","Completed high school"
"2824",NA
"2825","Some college, tech"
"2826",NA
"2827","Completed high school"
"2828","Some college, tech"
"2829","Completed high school"
"2830","Completed high school"
"2831","Completed high school"
"2832",NA
"2833","Some college, tech"
"2834",NA
"2835",NA
"2836","Some college, tech"
"2837",NA
"2838",NA
"2839",NA
"2840",NA
"2841",NA
"2842","Completed college/grad"
"2843","Some college, tech"
"2844",NA
"2845","Some college, tech"
"2846",NA
