"idnum","mother_fin_security_w2345"
"1701","No"
"1702","Yes"
"1703","Yes"
"1704","Yes"
"1705","Yes"
"1706","No"
"1707","Yes"
"1708","No"
"1709","Yes"
"1710","Yes"
"1711","Yes"
"1712",NA
"1713","Yes"
"1714","No"
"1715","Yes"
"1716","Yes"
"1717","Yes"
"1718","No"
"1719","No"
"1720","No"
"1721","Yes"
"1722","Yes"
"1723","Yes"
"1724",NA
"1725","No"
"1726","Yes"
"1727","Yes"
"1728","Yes"
"1729","No"
"1730","No"
"1731","Yes"
"1732","Yes"
"1733","Yes"
"1734","Yes"
"1735","No"
"1736",NA
"1737","No"
"1738","Yes"
"1739","Yes"
"1740","No"
"1741","Yes"
"1742","Yes"
"1743","Yes"
"1744","Yes"
"1745","Yes"
"1746","No"
"1747","Yes"
"1748","Yes"
"1749","Yes"
"1750","Yes"
"1751","No"
"1752","No"
"1753","Yes"
"1754","Yes"
"1755","Yes"
"1756","Yes"
"1757","No"
"1758","No"
"1759","Yes"
"1760","Yes"
"1761","No"
"1762","Yes"
"1763","No"
"1764","Yes"
"1765","No"
"1766","Yes"
"1767","Yes"
"1768","No"
"1769","Yes"
"1770","Yes"
"1771","Yes"
"1772","No"
"1773","Yes"
"1774","Yes"
"1775","No"
"1776","Yes"
"1777","Yes"
"1778","Yes"
"1779","Yes"
"1780","Yes"
"1781","Yes"
"1782","Yes"
"1783","No"
"1784","No"
"1785","No"
"1786","Yes"
"1787","Yes"
"1788","No"
"1789","No"
"1790","Yes"
"1791","No"
"1792","Yes"
"1793","Yes"
"1794","No"
"1795","Yes"
"1796","No"
"1797","No"
"1798","No"
"1799","Yes"
"1800","No"
"1801","No"
"1802","Yes"
"1803","Yes"
"1804","Yes"
"1805","Yes"
"1806","No"
"1807","Yes"
"1808","No"
"1809","Yes"
"1810","No"
"1811","Yes"
"1812","Yes"
"1813","No"
"1814","Yes"
"1815","Yes"
"1816","No"
"1817","No"
"1818","No"
"1819","No"
"1820","Yes"
"1821","Yes"
"1822","Yes"
"1823","Yes"
"1824","Yes"
"1825","Yes"
"1826","No"
"1827","No"
"1828","Yes"
"1829",NA
"1830","Yes"
"1831","Yes"
"1832","Yes"
"1833","Yes"
"1834","Yes"
"1835","Yes"
"1836","Yes"
"1837","Yes"
"1838","Yes"
"1839","No"
"1840","Yes"
"1841","Yes"
"1842","No"
"1843","Yes"
"1844","Yes"
"1845","Yes"
"1846","Yes"
"1847",NA
"1848","Yes"
"1849","No"
"1850","Yes"
"1851","No"
"1852","Yes"
"1853","Yes"
"1854",NA
"1855","Yes"
"1856","Yes"
"1857","Yes"
"1858","No"
"1859","Yes"
"1860","Yes"
"1861","Yes"
"1862","Yes"
"1863","No"
"1864","No"
"1865","No"
"1866","Yes"
"1867","No"
"1868","Yes"
"1869","No"
"1870","No"
"1871","Yes"
"1872","No"
"1873","Yes"
"1874","No"
"1875","No"
"1876","No"
"1877","Yes"
"1878","No"
"1879","Yes"
"1880",NA
"1881","Yes"
"1882","Yes"
"1883","Yes"
"1884","Yes"
"1885","Yes"
"1886","Yes"
"1887","Yes"
"1888","No"
"1889","No"
"1890","Yes"
"1891","Yes"
"1892","No"
"1893","Yes"
"1894",NA
"1895","Yes"
"1896","Yes"
"1897","Yes"
"1898","Yes"
"1899","Yes"
"1900","Yes"
"1901","Yes"
"1902","Yes"
"1903","No"
"1904","No"
"1905","No"
"1906","No"
"1907","Yes"
"1908","No"
"1909","Yes"
"1910","Yes"
"1911","Yes"
"1912","No"
"1913","No"
"1914","Yes"
"1915",NA
"1916","Yes"
"1917","Yes"
"1918","Yes"
"1919","No"
"1920","Yes"
"1921","Yes"
"1922","No"
"1923","No"
"1924","Yes"
"1925","Yes"
"1926","No"
"1927","Yes"
"1928","Yes"
"1929","Yes"
"1930","Yes"
"1931","Yes"
"1932","Yes"
"1933","Yes"
"1934","Yes"
"1935","Yes"
"1936","Yes"
"1937","No"
"1938","Yes"
"1939","No"
"1940","Yes"
"1941","Yes"
"1942","Yes"
"1943","No"
"1944","Yes"
"1945","Yes"
"1946","No"
"1947","Yes"
"1948","No"
"1949","Yes"
"1950","Yes"
"1951","No"
"1952","No"
"1953","No"
"1954","No"
"1955",NA
"1956","Yes"
"1957","Yes"
"1958","Yes"
"1959","No"
"1960","No"
"1961","No"
"1962","Yes"
"1963","No"
"1964","No"
"1965","Yes"
"1966","No"
"1967","Yes"
"1968","No"
"1969","Yes"
"1970","Yes"
"1971","Yes"
"1972","Yes"
"1973","Yes"
"1974","Yes"
"1975","No"
"1976",NA
"1977","No"
"1978","No"
"1979","No"
"1980","No"
"1981","No"
"1982","No"
"1983","No"
"1984","Yes"
"1985","Yes"
"1986","Yes"
"1987",NA
"1988","Yes"
"1989","No"
"1990","Yes"
"1991","No"
"1992","No"
"1993","Yes"
"1994","Yes"
"1995","Yes"
"1996","Yes"
"1997","Yes"
"1998","No"
"1999",NA
"2000","No"
"2001","No"
"2002","No"
"2003","Yes"
"2004","Yes"
"2005","No"
"2006","No"
"2007","Yes"
"2008","Yes"
"2009","No"
"2010","No"
"2011","Yes"
"2012","No"
"2013","No"
"2014","No"
"2015","Yes"
"2016","Yes"
"2017","Yes"
"2018","Yes"
"2019","Yes"
"2020","No"
"2021","Yes"
"2022","No"
"2023","No"
"2024","No"
"2025","Yes"
"2026","No"
"2027","Yes"
"2028","Yes"
"2029","Yes"
"2030","No"
"2031","No"
"2032","Yes"
"2033","Yes"
"2034","No"
"2035","Yes"
"2036","No"
"2037","Yes"
"2038","Yes"
"2039","Yes"
"2040","Yes"
"2041","Yes"
"2042","Yes"
"2043","No"
"2044","No"
"2045","Yes"
"2046","Yes"
"2047","No"
"2048","Yes"
"2049","Yes"
"2050","Yes"
"2051",NA
"2052","Yes"
"2053","Yes"
"2054","Yes"
"2055","Yes"
"2056","No"
"2057","Yes"
"2058","No"
"2059","Yes"
"2060","Yes"
"2061","Yes"
"2062","Yes"
"2063","Yes"
"2064","Yes"
"2065","Yes"
"2066","Yes"
"2067","No"
"2068","Yes"
"2069","Yes"
"2070","Yes"
"2071","Yes"
"2072","No"
"2073","No"
"2074",NA
"2075","Yes"
"2076","No"
"2077","No"
"2078","No"
"2079","Yes"
"2080","No"
"2081","No"
"2082","No"
"2083","Yes"
"2084","Yes"
"2085","No"
"2086","No"
"2087","No"
"2088","Yes"
"2089","Yes"
"2090","No"
"2091","Yes"
"2092","Yes"
"2093","Yes"
"2094","No"
"2095","Yes"
"2096","Yes"
"2097","Yes"
"2098","No"
"2099","Yes"
"2100","Yes"
"2101","No"
"2102","Yes"
"2103","No"
"2104","No"
"2105","Yes"
"2106","No"
"2107","Yes"
"2108","Yes"
"2109","No"
"2110","Yes"
"2111","Yes"
"2112","Yes"
"2113","Yes"
"2114","No"
"2115","No"
"2116","Yes"
"2117","Yes"
"2118","Yes"
"2119","Yes"
"2120","Yes"
"2121","No"
"2122","Yes"
"2123","No"
"2124","Yes"
"2125","No"
"2126","No"
"2127","Yes"
"2128","Yes"
"2129","Yes"
"2130","Yes"
"2131","Yes"
"2132","Yes"
"2133","No"
"2134","Yes"
"2135",NA
"2136","Yes"
"2137","Yes"
"2138","No"
"2139","Yes"
"2140","No"
"2141","Yes"
"2142","No"
"2143","Yes"
"2144","Yes"
"2145","Yes"
"2146","Yes"
"2147","No"
"2148","Yes"
"2149","Yes"
"2150","Yes"
"2151","Yes"
"2152","Yes"
"2153","Yes"
"2154","No"
"2155","Yes"
"2156","No"
"2157","Yes"
"2158","No"
"2159","Yes"
"2160","Yes"
"2161","No"
"2162","Yes"
"2163","Yes"
"2164","Yes"
"2165","No"
"2166","No"
"2167","No"
"2168","No"
"2169","Yes"
"2170","Yes"
"2171","No"
"2172","Yes"
"2173","No"
"2174",NA
"2175","Yes"
"2176","Yes"
"2177","Yes"
"2178","No"
"2179","Yes"
"2180","Yes"
"2181","Yes"
"2182","Yes"
"2183","Yes"
"2184","Yes"
"2185","Yes"
"2186","Yes"
"2187","No"
"2188",NA
"2189","Yes"
"2190",NA
"2191","Yes"
"2192","Yes"
"2193","Yes"
"2194","No"
"2195","No"
"2196","Yes"
"2197","Yes"
"2198","No"
"2199","No"
"2200","No"
"2201","No"
"2202","No"
"2203","Yes"
"2204","Yes"
"2205","No"
"2206","Yes"
"2207","No"
"2208","No"
"2209","Yes"
"2210","Yes"
"2211","Yes"
"2212","No"
"2213","No"
"2214","No"
"2215","Yes"
"2216","Yes"
"2217","Yes"
"2218","Yes"
"2219","Yes"
"2220","Yes"
"2221","No"
"2222","Yes"
"2223","Yes"
"2224","Yes"
"2225","Yes"
"2226","Yes"
"2227","No"
"2228",NA
"2229","Yes"
"2230","No"
"2231","Yes"
"2232","Yes"
"2233","Yes"
"2234",NA
"2235","Yes"
"2236","No"
"2237","Yes"
"2238","Yes"
"2239",NA
"2240","Yes"
"2241","No"
"2242","Yes"
"2243","Yes"
"2244","Yes"
"2245","No"
"2246","Yes"
"2247","No"
"2248","Yes"
"2249","Yes"
"2250","Yes"
"2251","No"
"2252","Yes"
"2253","Yes"
"2254","Yes"
"2255",NA
"2256","Yes"
"2257","No"
"2258","No"
"2259","No"
"2260","No"
"2261","Yes"
"2262","Yes"
"2263","Yes"
"2264","Yes"
"2265","Yes"
"2266","Yes"
"2267","Yes"
"2268","No"
"2269","No"
"2270","Yes"
"2271","No"
"2272","No"
"2273","Yes"
"2274","No"
"2275","No"
"2276","Yes"
"2277","Yes"
"2278","Yes"
"2279","Yes"
"2280","Yes"
"2281","Yes"
"2282","No"
"2283","Yes"
"2284","No"
"2285","Yes"
"2286","No"
"2287","Yes"
"2288","No"
"2289","Yes"
"2290","Yes"
"2291","Yes"
"2292","Yes"
"2293",NA
"2294","No"
"2295","Yes"
"2296","Yes"
"2297","Yes"
"2298","Yes"
"2299","Yes"
"2300","Yes"
"2301","No"
"2302","No"
"2303","No"
"2304","No"
"2305","No"
"2306","No"
"2307","No"
"2308","Yes"
"2309","No"
"2310","No"
"2311","No"
"2312","Yes"
"2313","Yes"
"2314","Yes"
"2315","Yes"
"2316","No"
"2317","No"
"2318","Yes"
"2319","No"
"2320","No"
"2321","Yes"
"2322","No"
"2323","Yes"
"2324","Yes"
"2325","Yes"
"2326","Yes"
"2327","No"
"2328","Yes"
"2329","Yes"
"2330","Yes"
"2331","Yes"
"2332",NA
"2333","No"
"2334","No"
"2335","No"
"2336","No"
"2337","No"
"2338","No"
"2339","Yes"
"2340","No"
"2341","Yes"
"2342","No"
"2343","No"
"2344","Yes"
"2345","Yes"
"2346","Yes"
"2347","No"
"2348","Yes"
"2349","Yes"
"2350","Yes"
"2351",NA
"2352","No"
"2353","Yes"
"2354","No"
"2355","No"
"2356","Yes"
"2357","Yes"
"2358","No"
"2359","Yes"
"2360","No"
"2361","Yes"
"2362","Yes"
"2363","Yes"
"2364","Yes"
"2365","Yes"
"2366","Yes"
"2367","Yes"
"2368","No"
"2369","Yes"
"2370","No"
"2371","No"
"2372","Yes"
"2373","Yes"
"2374","Yes"
"2375","Yes"
"2376","No"
"2377","Yes"
"2378","Yes"
"2379","Yes"
"2380","No"
"2381","Yes"
"2382",NA
"2383","No"
"2384","Yes"
"2385","No"
"2386","Yes"
"2387","No"
"2388","Yes"
"2389","No"
"2390","No"
"2391","No"
"2392","No"
"2393","No"
"2394","Yes"
"2395","Yes"
"2396","Yes"
"2397","Yes"
"2398","Yes"
"2399","No"
"2400","Yes"
"2401","No"
"2402","No"
"2403","No"
"2404","Yes"
"2405","No"
"2406","No"
"2407","Yes"
"2408","Yes"
"2409","Yes"
"2410","Yes"
"2411","No"
"2412","No"
"2413","Yes"
"2414","Yes"
"2415","Yes"
"2416","No"
"2417","No"
"2418","Yes"
"2419","Yes"
"2420","No"
"2421","Yes"
"2422","Yes"
"2423","Yes"
"2424","Yes"
"2425","Yes"
"2426","Yes"
"2427","Yes"
"2428","Yes"
"2429","Yes"
"2430","No"
"2431",NA
"2432","Yes"
"2433","No"
"2434","No"
"2435","Yes"
"2436","Yes"
"2437","No"
"2438","No"
"2439","No"
"2440","No"
"2441","Yes"
"2442","Yes"
"2443","Yes"
"2444",NA
"2445","Yes"
"2446","No"
"2447","Yes"
"2448","Yes"
"2449","Yes"
"2450","No"
"2451","Yes"
"2452","Yes"
"2453","No"
"2454","Yes"
"2455","No"
"2456","No"
"2457","Yes"
"2458","No"
"2459","Yes"
"2460","Yes"
"2461","Yes"
"2462","Yes"
"2463","No"
"2464","No"
"2465","No"
"2466","No"
"2467","Yes"
"2468","Yes"
"2469","Yes"
"2470","No"
"2471","No"
"2472","No"
"2473",NA
"2474","Yes"
"2475","Yes"
"2476","No"
"2477","Yes"
"2478","Yes"
"2479","No"
"2480",NA
"2481","No"
"2482","Yes"
"2483","Yes"
"2484","Yes"
"2485","Yes"
"2486","Yes"
"2487","Yes"
"2488","Yes"
"2489","No"
"2490","Yes"
"2491","Yes"
"2492","Yes"
"2493","Yes"
"2494","Yes"
"2495","No"
"2496","No"
"2497","No"
"2498","No"
"2499",NA
"2500","Yes"
"2501","Yes"
"2502","Yes"
"2503","No"
"2504","Yes"
"2505","No"
"2506","No"
"2507","No"
"2508","No"
"2509","No"
"2510","Yes"
"2511","No"
"2512","Yes"
"2513","Yes"
"2514","Yes"
"2515","Yes"
"2516","No"
"2517","No"
"2518","Yes"
"2519","Yes"
"2520","Yes"
"2521","Yes"
"2522","Yes"
"2523","No"
"2524","No"
"2525","Yes"
"2526","Yes"
"2527","No"
"2528","Yes"
"2529","No"
"2530","No"
"2531","No"
"2532","Yes"
"2533","Yes"
"2534","No"
"2535","No"
"2536","Yes"
"2537","No"
"2538","No"
"2539","Yes"
"2540","Yes"
"2541","No"
"2542","Yes"
"2543",NA
"2544","No"
"2545","Yes"
"2546","Yes"
"2547","Yes"
"2548","Yes"
"2549","No"
"2550","Yes"
"2551","No"
"2552","No"
"2553","No"
"2554","Yes"
"2555","Yes"
"2556","Yes"
"2557","Yes"
"2558","Yes"
"2559","Yes"
"2560","Yes"
"2561","Yes"
"2562","Yes"
"2563","Yes"
"2564",NA
"2565","No"
"2566","Yes"
"2567","Yes"
"2568","Yes"
"2569","Yes"
"2570",NA
"2571","Yes"
"2572","No"
"2573","No"
"2574","No"
"2575","No"
"2576","Yes"
"2577","No"
"2578","Yes"
"2579","Yes"
"2580","Yes"
"2581","No"
"2582","Yes"
"2583","Yes"
"2584","Yes"
"2585","Yes"
"2586","Yes"
"2587","Yes"
"2588","No"
"2589","Yes"
"2590","Yes"
"2591","Yes"
"2592","No"
"2593","Yes"
"2594","Yes"
"2595","Yes"
"2596","Yes"
"2597","Yes"
"2598","No"
"2599","Yes"
"2600","Yes"
"2601","Yes"
"2602","No"
"2603","No"
"2604","Yes"
"2605","Yes"
"2606","No"
"2607","No"
"2608","Yes"
"2609","No"
"2610","Yes"
"2611","Yes"
"2612","Yes"
"2613","No"
"2614","No"
"2615","No"
"2616","Yes"
"2617",NA
"2618","Yes"
"2619","Yes"
"2620","No"
"2621","No"
"2622","No"
"2623","No"
"2624","Yes"
"2625","No"
"2626","Yes"
"2627","Yes"
"2628","No"
"2629","No"
"2630","Yes"
"2631","Yes"
"2632","No"
"2633","Yes"
"2634","Yes"
"2635","Yes"
"2636","Yes"
"2637","Yes"
"2638","Yes"
"2639","Yes"
"2640","No"
"2641","Yes"
"2642","Yes"
"2643","Yes"
"2644","No"
"2645","Yes"
"2646","No"
"2647","Yes"
"2648","Yes"
"2649","Yes"
"2650","Yes"
"2651",NA
"2652","No"
"2653","Yes"
"2654","Yes"
"2655","Yes"
"2656","Yes"
"2657","Yes"
"2658","No"
"2659","Yes"
"2660","Yes"
"2661","Yes"
"2662","Yes"
"2663","No"
"2664","Yes"
"2665","Yes"
"2666","Yes"
"2667","No"
"2668",NA
"2669","Yes"
"2670","Yes"
"2671","No"
"2672","No"
"2673","No"
"2674","No"
"2675","No"
"2676","Yes"
"2677","Yes"
"2678","Yes"
"2679","No"
"2680","No"
"2681","Yes"
"2682","No"
"2683","Yes"
"2684","No"
"2685","Yes"
"2686","No"
"2687","Yes"
"2688","Yes"
"2689","Yes"
"2690","No"
"2691","No"
"2692","Yes"
"2693","No"
"2694","Yes"
"2695","No"
"2696","No"
"2697","Yes"
"2698","No"
"2699",NA
"2700","No"
"2701","Yes"
"2702","No"
"2703","Yes"
"2704","No"
"2705","Yes"
"2706","Yes"
"2707","Yes"
"2708","Yes"
"2709","No"
"2710","No"
"2711","Yes"
"2712",NA
"2713","Yes"
"2714","Yes"
"2715","No"
"2716","No"
"2717","Yes"
"2718","Yes"
"2719","No"
"2720","No"
"2721","Yes"
"2722","Yes"
"2723","No"
"2724","Yes"
"2725","Yes"
"2726","Yes"
"2727","Yes"
"2728","No"
"2729","No"
"2730","Yes"
"2731","Yes"
"2732","Yes"
"2733","No"
"2734","Yes"
"2735","Yes"
"2736","No"
"2737","Yes"
"2738","No"
"2739","No"
"2740","Yes"
"2741","Yes"
"2742","Yes"
"2743","Yes"
"2744","No"
"2745","Yes"
"2746","No"
"2747",NA
"2748","No"
"2749","Yes"
"2750","No"
"2751","Yes"
"2752","No"
"2753","Yes"
"2754","Yes"
"2755","Yes"
"2756","No"
"2757","No"
"2758","No"
"2759","No"
"2760","No"
"2761","No"
"2762","No"
"2763","Yes"
"2764","Yes"
"2765","Yes"
"2766","No"
"2767","Yes"
"2768","No"
"2769","Yes"
"2770","Yes"
"2771","Yes"
"2772","Yes"
"2773","No"
"2774","Yes"
"2775","No"
"2776","No"
"2777","No"
"2778","Yes"
"2779","Yes"
"2780","No"
"2781","Yes"
"2782","Yes"
"2783","Yes"
"2784","No"
"2785","Yes"
"2786","No"
"2787","No"
"2788","Yes"
"2789","No"
"2790","Yes"
"2791","No"
"2792","Yes"
"2793","Yes"
"2794",NA
"2795","Yes"
"2796","No"
"2797","Yes"
"2798","No"
"2799","No"
"2800","Yes"
"2801","No"
"2802","No"
"2803","Yes"
"2804","Yes"
"2805","Yes"
"2806","Yes"
"2807","No"
"2808","No"
"2809","Yes"
"2810","No"
"2811","No"
"2812","Yes"
"2813","No"
"2814","No"
"2815","No"
"2816","Yes"
"2817","No"
"2818","Yes"
"2819","Yes"
"2820","No"
"2821","Yes"
"2822","No"
"2823","Yes"
"2824","Yes"
"2825","No"
"2826",NA
"2827","Yes"
"2828","Yes"
"2829","No"
"2830","Yes"
"2831","Yes"
"2832","Yes"
"2833","No"
"2834","No"
"2835","Yes"
"2836","No"
"2837","Yes"
"2838","Yes"
"2839","No"
"2840","Yes"
"2841","No"
"2842","No"
"2843","No"
"2844","No"
"2845","Yes"
"2846","Yes"
"2847","No"
"2848","No"
"2849","No"
"2850","No"
"2851","Yes"
"2852",NA
"2853","Yes"
"2854",NA
"2855","No"
"2856","No"
"2857","No"
"2858","Yes"
"2859","Yes"
"2860","Yes"
"2861","Yes"
"2862","No"
"2863","Yes"
"2864","Yes"
"2865","Yes"
"2866","Yes"
"2867","Yes"
"2868","Yes"
"2869","Yes"
"2870","Yes"
"2871","Yes"
"2872","No"
"2873","No"
"2874",NA
"2875",NA
"2876","Yes"
"2877","No"
"2878","Yes"
"2879","Yes"
"2880","Yes"
"2881","No"
"2882","Yes"
"2883","No"
"2884","No"
"2885","No"
"2886","No"
"2887","No"
"2888","No"
"2889","No"
"2890",NA
"2891","Yes"
"2892","Yes"
"2893","Yes"
"2894","No"
"2895","No"
"2896","Yes"
"2897","Yes"
"2898","Yes"
"2899","Yes"
"2900","Yes"
"2901","Yes"
"2902","Yes"
"2903","Yes"
"2904","No"
"2905","Yes"
"2906","Yes"
"2907","No"
"2908","No"
"2909",NA
"2910","Yes"
"2911","No"
"2912","No"
"2913","Yes"
"2914","Yes"
"2915","No"
"2916","Yes"
"2917","Yes"
"2918","Yes"
"2919","Yes"
"2920","Yes"
"2921","Yes"
"2922","Yes"
"2923","Yes"
"2924","No"
"2925","No"
"2926","Yes"
"2927","Yes"
"2928","No"
"2929","Yes"
"2930","No"
"2931","Yes"
"2932","No"
"2933","No"
"2934","Yes"
"2935","No"
"2936","Yes"
"2937","Yes"
"2938","Yes"
"2939","No"
"2940","Yes"
"2941","Yes"
"2942","Yes"
"2943","No"
"2944","Yes"
"2945","No"
"2946","Yes"
"2947","No"
"2948","Yes"
"2949","Yes"
"2950","Yes"
"2951","Yes"
"2952","No"
"2953","Yes"
"2954","Yes"
"2955","Yes"
"2956","Yes"
"2957","Yes"
"2958","Yes"
"2959","No"
"2960","Yes"
"2961","Yes"
"2962","Yes"
"2963","No"
"2964","No"
"2965","No"
"2966","No"
"2967","No"
"2968","No"
"2969","Yes"
"2970","No"
"2971","Yes"
"2972","Yes"
"2973","No"
"2974","Yes"
"2975","Yes"
"2976","Yes"
"2977","Yes"
"2978","Yes"
"2979","Yes"
"2980","No"
"2981","Yes"
"2982","No"
"2983","No"
"2984","Yes"
"2985","No"
"2986","No"
"2987","Yes"
"2988","Yes"
"2989","Yes"
"2990","Yes"
"2991","Yes"
"2992","No"
"2993","Yes"
"2994","Yes"
"2995","Yes"
"2996","Yes"
"2997","No"
"2998","No"
"2999","No"
"3000","Yes"
"3001","Yes"
"3002","Yes"
"3003","Yes"
"3004","Yes"
"3005","No"
"3006","Yes"
"3007","Yes"
"3008","Yes"
"3009","Yes"
"3010","Yes"
"3011","Yes"
"3012","Yes"
"3013","No"
"3014",NA
"3015","Yes"
"3016","Yes"
"3017","Yes"
"3018","No"
"3019","No"
"3020","No"
"3021","Yes"
"3022","Yes"
"3023","No"
"3024","No"
"3025",NA
"3026","Yes"
"3027","Yes"
"3028","Yes"
"3029","Yes"
"3030","No"
"3031","No"
"3032","No"
"3033","No"
"3034","Yes"
"3035","Yes"
"3036","Yes"
"3037","No"
"3038",NA
"3039","Yes"
"3040","No"
"3041","No"
"3042","Yes"
"3043","Yes"
"3044","Yes"
"3045","Yes"
"3046","Yes"
"3047","No"
"3048","Yes"
"3049","No"
"3050","Yes"
"3051","Yes"
"3052","Yes"
"3053","No"
"3054","Yes"
"3055","No"
"3056","No"
"3057","Yes"
"3058","No"
"3059","No"
"3060","Yes"
"3061","Yes"
"3062","No"
"3063","Yes"
"3064","No"
"3065","Yes"
"3066","No"
"3067","Yes"
"3068","Yes"
"3069","Yes"
"3070","Yes"
"3071","Yes"
"3072","No"
"3073","No"
"3074","Yes"
"3075","Yes"
"3076","No"
"3077","No"
"3078","Yes"
"3079","No"
"3080","Yes"
"3081","No"
"3082","No"
"3083","Yes"
"3084","Yes"
"3085","Yes"
"3086","No"
"3087","Yes"
"3088","No"
"3089","Yes"
"3090","No"
"3091","Yes"
"3092","Yes"
"3093","Yes"
"3094","Yes"
"3095","No"
"3096","No"
"3097","No"
"3098","No"
"3099","Yes"
"3100","Yes"
"3101","No"
"3102","No"
"3103","Yes"
"3104","No"
"3105","No"
"3106","Yes"
"3107","Yes"
"3108","No"
"3109","No"
"3110","Yes"
"3111","Yes"
"3112","No"
"3113","Yes"
"3114","Yes"
"3115","Yes"
"3116","No"
"3117","No"
"3118","Yes"
"3119","Yes"
"3120","No"
"3121","Yes"
"3122","Yes"
"3123","No"
"3124","No"
"3125","No"
"3126","No"
"3127","No"
"3128","Yes"
"3129","Yes"
"3130","No"
"3131","Yes"
"3132","No"
"3133","No"
"3134","No"
"3135","No"
"3136","No"
"3137","No"
"3138","No"
"3139","Yes"
"3140","No"
"3141","Yes"
"3142","No"
"3143","Yes"
"3144","No"
"3145","Yes"
"3146","Yes"
"3147","Yes"
"3148","Yes"
"3149","Yes"
"3150","Yes"
"3151","No"
"3152","Yes"
"3153","Yes"
"3154","Yes"
"3155","Yes"
"3156","No"
"3157","No"
"3158","No"
"3159","Yes"
"3160","Yes"
"3161","Yes"
"3162","No"
"3163","Yes"
"3164","No"
"3165","Yes"
"3166","No"
"3167","Yes"
"3168",NA
"3169",NA
"3170","Yes"
"3171","Yes"
"3172","Yes"
"3173","Yes"
"3174","Yes"
"3175","Yes"
"3176","No"
"3177","Yes"
"3178","No"
"3179","No"
"3180","Yes"
"3181","Yes"
"3182","No"
"3183","Yes"
"3184","Yes"
"3185","No"
"3186","Yes"
"3187","Yes"
"3188","No"
"3189","Yes"
"3190","No"
"3191","Yes"
"3192","Yes"
"3193",NA
"3194","No"
"3195","Yes"
"3196","Yes"
"3197","Yes"
"3198","Yes"
"3199","Yes"
"3200","Yes"
"3201","No"
"3202","No"
"3203","Yes"
"3204","Yes"
"3205","No"
"3206","No"
"3207","Yes"
"3208","Yes"
"3209","Yes"
"3210","Yes"
"3211","Yes"
"3212","Yes"
"3213","No"
"3214","Yes"
"3215","No"
"3216","No"
"3217","Yes"
"3218","Yes"
"3219","Yes"
"3220","No"
"3221",NA
"3222","Yes"
"3223","Yes"
"3224","No"
"3225","Yes"
"3226","Yes"
"3227","Yes"
"3228","No"
"3229","No"
"3230",NA
"3231","Yes"
"3232","Yes"
"3233","No"
"3234","No"
"3235","No"
"3236","No"
"3237","Yes"
"3238","No"
"3239","Yes"
"3240","Yes"
"3241","Yes"
"3242","Yes"
"3243","Yes"
"3244","Yes"
"3245","No"
"3246","Yes"
"3247","Yes"
"3248","Yes"
"3249","No"
"3250","No"
"3251","Yes"
"3252",NA
"3253","Yes"
"3254","Yes"
"3255","No"
"3256","No"
"3257","No"
"3258","Yes"
"3259","Yes"
"3260","Yes"
"3261","Yes"
"3262","No"
"3263","Yes"
"3264","No"
"3265","Yes"
"3266","Yes"
"3267",NA
"3268","Yes"
"3269","No"
"3270","Yes"
"3271","No"
"3272","Yes"
"3273","No"
"3274","No"
"3275","No"
"3276","No"
"3277","Yes"
"3278","Yes"
"3279","Yes"
"3280","Yes"
"3281","No"
"3282","Yes"
"3283","No"
"3284",NA
"3285","Yes"
"3286","Yes"
"3287",NA
"3288","No"
"3289","Yes"
"3290","Yes"
"3291","Yes"
"3292","Yes"
"3293","Yes"
"3294","No"
"3295","Yes"
"3296","Yes"
"3297","Yes"
"3298","No"
"3299","No"
"3300","Yes"
"3301","No"
"3302","Yes"
"3303","Yes"
"3304","Yes"
"3305","Yes"
"3306","Yes"
"3307","No"
"3308","Yes"
"3309","Yes"
"3310","No"
"3311",NA
"3312","Yes"
"3313","No"
"3314","No"
"3315","Yes"
"3316","Yes"
"3317","Yes"
"3318","Yes"
"3319","Yes"
"3320","Yes"
"3321","Yes"
"3322","Yes"
"3323","Yes"
"3324","No"
"3325","Yes"
"3326","Yes"
"3327","Yes"
"3328","Yes"
"3329","No"
"3330","Yes"
"3331","No"
"3332","Yes"
"3333","No"
"3334","Yes"
"3335","No"
"3336","No"
"3337","No"
"3338","No"
"3339","No"
"3340","Yes"
"3341","Yes"
"3342","No"
"3343","Yes"
"3344","Yes"
"3345","Yes"
"3346","Yes"
"3347","No"
"3348","Yes"
"3349","Yes"
"3350","Yes"
"3351","No"
"3352","Yes"
"3353","Yes"
"3354","Yes"
"3355","Yes"
"3356","Yes"
"3357","No"
"3358","Yes"
"3359","Yes"
"3360","Yes"
"3361","No"
"3362","No"
"3363","Yes"
"3364","No"
"3365","Yes"
"3366","Yes"
"3367",NA
"3368","No"
"3369",NA
"3370","Yes"
"3371","Yes"
"3372","No"
"3373","No"
"3374","Yes"
"3375","No"
"3376","No"
"3377","No"
"3378","Yes"
"3379","Yes"
"3380","No"
"3381","No"
"3382","Yes"
"3383","Yes"
"3384","Yes"
"3385","No"
"3386","Yes"
"3387","No"
"3388","No"
"3389","Yes"
"3390","Yes"
"3391","Yes"
"3392","Yes"
"3393","Yes"
"3394","Yes"
"3395","Yes"
"3396","No"
"3397","No"
"3398","Yes"
"3399","No"
"3400","No"
"3401","Yes"
"3402","No"
"3403","Yes"
"3404","No"
"3405","Yes"
"3406","Yes"
"3407","Yes"
"3408","Yes"
"3409","No"
"3410","Yes"
